               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  41,            0.039516,            0.016959,           0.0044438,             0.74649,             0.69049,              0.7631,             0.40735,            0.038942,            0.014601,            0.004264,             0.00604,             0.00604,             0.00604
                  42,            0.038881,            0.016721,           0.0038882,             0.73629,              0.7081,             0.76382,             0.41779,            0.038684,            0.014381,           0.0042784,            0.005941,            0.005941,            0.005941
                  43,             0.03921,            0.016747,           0.0038391,             0.74714,             0.72397,             0.77361,             0.41889,            0.038599,            0.014545,           0.0037298,            0.005842,            0.005842,            0.005842
                  44,            0.039426,            0.016807,           0.0041724,             0.74655,             0.70984,             0.76873,             0.42042,             0.03821,            0.014565,           0.0039092,            0.005743,            0.005743,            0.005743
                  45,            0.038789,            0.016671,           0.0040475,             0.78038,             0.68759,             0.77012,             0.41598,            0.038228,            0.014603,           0.0039052,            0.005644,            0.005644,            0.005644
                  46,            0.038517,            0.016575,           0.0038457,             0.76761,             0.68608,             0.76557,              0.4192,            0.038207,            0.014563,           0.0036267,            0.005545,            0.005545,            0.005545
                  47,            0.038325,            0.016599,            0.003542,             0.77964,             0.66164,             0.76522,             0.41686,            0.037974,            0.014653,           0.0035627,            0.005446,            0.005446,            0.005446
                  48,            0.038397,            0.016556,           0.0038043,             0.76207,             0.68749,             0.76272,             0.41776,             0.03795,            0.014612,           0.0034592,            0.005347,            0.005347,            0.005347
                  49,            0.038406,            0.016534,           0.0036307,             0.79595,              0.6747,             0.76976,             0.41946,            0.038056,            0.014539,           0.0034835,            0.005248,            0.005248,            0.005248
                  50,            0.038246,            0.016522,           0.0034301,             0.81515,             0.65818,             0.76918,             0.41743,            0.038055,            0.014464,           0.0036756,            0.005149,            0.005149,            0.005149
                  51,             0.03871,            0.016621,           0.0035037,             0.79967,             0.67404,             0.77631,             0.42031,            0.038018,            0.014392,           0.0037409,             0.00505,             0.00505,             0.00505
                  52,            0.037933,            0.016423,           0.0035547,             0.79307,             0.69307,             0.77359,             0.42387,            0.037904,            0.014315,            0.003642,            0.004951,            0.004951,            0.004951
                  53,            0.037039,            0.016092,           0.0031008,             0.80166,             0.68193,             0.76635,             0.42404,            0.037795,            0.014287,           0.0036132,            0.004852,            0.004852,            0.004852
                  54,            0.037112,            0.016099,           0.0029919,             0.79253,             0.68367,             0.76675,              0.4239,             0.03779,            0.014289,           0.0036214,            0.004753,            0.004753,            0.004753
                  55,            0.037646,            0.016288,           0.0030761,             0.78097,             0.69211,               0.768,             0.42457,            0.037707,            0.014277,           0.0035988,            0.004654,            0.004654,            0.004654
                  56,            0.036871,            0.016327,           0.0031925,              0.7891,             0.68476,             0.77155,             0.42916,            0.037696,            0.014245,           0.0034726,            0.004555,            0.004555,            0.004555
                  57,            0.037017,            0.016318,           0.0029222,             0.78399,             0.68833,             0.77436,             0.42829,            0.037699,            0.014199,           0.0033728,            0.004456,            0.004456,            0.004456
                  58,            0.036871,            0.016199,           0.0029489,             0.79562,             0.69094,             0.77686,             0.43113,            0.037647,             0.01416,            0.003349,            0.004357,            0.004357,            0.004357
                  59,            0.036821,            0.016053,            0.003013,             0.80259,             0.68325,             0.77571,             0.43116,            0.037591,            0.014157,           0.0033502,            0.004258,            0.004258,            0.004258
                  60,            0.036163,            0.016149,           0.0027497,              0.8105,             0.67646,             0.77831,             0.43204,            0.037491,            0.014122,           0.0032929,            0.004159,            0.004159,            0.004159
                  61,            0.036433,            0.016157,           0.0028608,             0.81658,             0.67099,             0.77814,             0.43242,            0.037402,            0.014105,            0.003315,             0.00406,             0.00406,             0.00406
                  62,            0.036229,            0.015986,           0.0029736,             0.81481,             0.67484,             0.78037,             0.43293,            0.037372,            0.014098,           0.0033166,            0.003961,            0.003961,            0.003961
                  63,            0.035618,            0.015944,           0.0027783,             0.81276,             0.67721,             0.77944,             0.43476,            0.037368,            0.014096,           0.0033309,            0.003862,            0.003862,            0.003862
                  64,            0.036003,            0.016054,           0.0023229,             0.79267,             0.69003,             0.78132,             0.43535,            0.037282,            0.014094,           0.0033363,            0.003763,            0.003763,            0.003763
                  65,            0.035873,            0.015873,           0.0023887,             0.77135,             0.71788,             0.78283,             0.43543,             0.03726,            0.014089,           0.0033244,            0.003664,            0.003664,            0.003664
                  66,             0.03534,            0.015925,           0.0025297,             0.77673,             0.71587,             0.78472,             0.43631,            0.037251,            0.014084,            0.003359,            0.003565,            0.003565,            0.003565
                  67,            0.035282,            0.015861,           0.0025175,             0.77933,             0.71417,             0.78368,             0.43568,            0.037225,            0.014074,           0.0034012,            0.003466,            0.003466,            0.003466
                  68,            0.035302,            0.015748,           0.0022566,             0.77655,             0.71342,             0.78346,             0.43694,            0.037248,            0.014054,           0.0034155,            0.003367,            0.003367,            0.003367
                  69,            0.035091,            0.015595,           0.0023098,             0.77315,             0.71096,             0.78466,             0.43836,            0.037237,            0.014043,           0.0034247,            0.003268,            0.003268,            0.003268
                  70,             0.03538,             0.01566,           0.0026226,             0.77498,             0.71511,             0.78796,             0.44054,            0.037214,            0.014026,           0.0033846,            0.003169,            0.003169,            0.003169
                  71,            0.034699,            0.015747,           0.0022257,             0.77302,             0.70964,              0.7866,             0.44127,            0.037199,            0.014012,           0.0034047,             0.00307,             0.00307,             0.00307
                  72,            0.035134,            0.015676,           0.0020709,             0.77168,             0.71221,             0.78691,             0.44133,            0.037193,            0.014009,           0.0034161,            0.002971,            0.002971,            0.002971
                  73,            0.034574,            0.015405,           0.0021202,             0.76748,               0.717,             0.78774,              0.4438,            0.037167,            0.014004,           0.0034198,            0.002872,            0.002872,            0.002872
                  74,             0.03475,            0.015591,            0.002059,              0.7676,             0.71833,             0.78787,             0.44452,            0.037152,            0.013993,           0.0034352,            0.002773,            0.002773,            0.002773
                  75,            0.034369,            0.015505,           0.0020306,             0.76233,             0.71926,             0.78955,             0.44594,            0.037137,            0.013976,            0.003436,            0.002674,            0.002674,            0.002674
                  76,            0.033731,            0.015303,           0.0020469,             0.76577,              0.7219,             0.79062,             0.44756,            0.037126,            0.013963,           0.0034431,            0.002575,            0.002575,            0.002575
                  77,            0.034161,            0.015372,           0.0020485,             0.77132,             0.72156,             0.79202,             0.44841,            0.037111,            0.013955,           0.0034532,            0.002476,            0.002476,            0.002476
                  78,            0.033826,            0.015425,           0.0020447,             0.77826,             0.72037,             0.79252,             0.44967,            0.037107,            0.013945,           0.0034861,            0.002377,            0.002377,            0.002377
                  79,            0.033577,             0.01523,           0.0019022,             0.77868,              0.7147,              0.7974,              0.4506,              0.0371,            0.013935,           0.0035234,            0.002278,            0.002278,            0.002278
                  80,            0.033489,            0.015354,           0.0016254,             0.78247,             0.72013,              0.7988,             0.45219,            0.037085,            0.013931,           0.0035459,            0.002179,            0.002179,            0.002179
                  81,            0.032777,            0.015198,            0.001827,             0.78382,             0.72344,             0.79914,             0.45217,            0.037062,            0.013923,             0.00355,             0.00208,             0.00208,             0.00208
                  82,            0.033715,             0.01539,             0.00183,              0.7797,             0.72479,             0.80023,             0.45321,            0.037042,             0.01391,           0.0035509,            0.001981,            0.001981,            0.001981
                  83,            0.032735,            0.015022,           0.0015154,             0.78331,             0.73022,             0.80071,               0.453,            0.037026,            0.013903,           0.0035541,            0.001882,            0.001882,            0.001882
                  84,            0.032733,            0.015174,           0.0016553,             0.78103,             0.73567,             0.80116,             0.45338,            0.037007,            0.013903,            0.003575,            0.001783,            0.001783,            0.001783
                  85,            0.032267,             0.01496,           0.0013807,             0.77975,             0.73651,             0.80116,             0.45459,            0.036991,            0.013896,           0.0035751,            0.001684,            0.001684,            0.001684
                  86,            0.032526,             0.01512,           0.0016235,             0.77919,             0.73699,             0.80139,             0.45444,            0.036975,            0.013893,           0.0035783,            0.001585,            0.001585,            0.001585
                  87,             0.03189,            0.014939,           0.0013963,             0.77938,             0.73699,             0.80048,             0.45565,            0.036951,            0.013888,           0.0035793,            0.001486,            0.001486,            0.001486
                  88,            0.032202,            0.014946,           0.0013851,             0.78119,             0.73699,             0.80026,             0.45639,            0.036928,            0.013884,           0.0035757,            0.001387,            0.001387,            0.001387
                  89,            0.032072,            0.014911,           0.0015678,             0.78426,              0.7383,             0.80136,             0.45673,            0.036911,            0.013879,           0.0035708,            0.001288,            0.001288,            0.001288
                  90,            0.032217,            0.014944,           0.0016412,             0.78735,             0.73699,             0.80207,             0.45594,            0.036895,            0.013873,           0.0035786,            0.001189,            0.001189,            0.001189
                  91,            0.032117,            0.014746,            0.001526,             0.78592,             0.73456,             0.80284,             0.45571,            0.036886,             0.01387,           0.0035874,             0.00109,             0.00109,             0.00109
                  92,            0.032172,            0.014732,           0.0016905,              0.7852,             0.73623,             0.80384,             0.45612,            0.036865,            0.013867,           0.0035733,            0.000991,            0.000991,            0.000991
                  93,            0.031609,            0.014733,           0.0015786,             0.78512,             0.73581,             0.80344,             0.45653,            0.036848,            0.013868,            0.003562,            0.000892,            0.000892,            0.000892
                  94,            0.031292,            0.014742,           0.0015329,             0.78346,             0.73515,             0.80394,             0.45752,            0.036832,            0.013871,           0.0035585,            0.000793,            0.000793,            0.000793
                  95,            0.031264,            0.014686,           0.0015086,              0.7839,             0.73352,             0.80386,              0.4574,             0.03682,            0.013869,            0.003556,            0.000694,            0.000694,            0.000694
                  96,            0.031237,             0.01462,           0.0015556,             0.78915,             0.73152,             0.80431,             0.45765,            0.036809,            0.013865,           0.0035601,            0.000595,            0.000595,            0.000595
                  97,             0.03112,            0.014481,           0.0014855,              0.7895,             0.72912,             0.80463,             0.45875,            0.036792,            0.013863,           0.0035686,            0.000496,            0.000496,            0.000496
                  98,            0.030916,            0.014409,           0.0014808,             0.79179,             0.73004,             0.80506,             0.46026,            0.036771,            0.013859,           0.0035701,            0.000397,            0.000397,            0.000397
                  99,            0.030829,            0.014587,           0.0014573,             0.79033,             0.72869,              0.8049,             0.46078,            0.036759,            0.013859,           0.0035691,            0.000298,            0.000298,            0.000298
