               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.041977,            0.015373,          0.00094748,              0.7766,             0.64203,             0.72667,             0.47238,            0.041693,            0.024335,           0.0021737,            0.004786,            0.004786,            0.004786
                 160,            0.041742,            0.015272,           0.0009121,              0.7742,             0.64588,             0.72653,             0.47269,            0.041695,            0.024339,           0.0021934,            0.004753,            0.004753,            0.004753
                 161,            0.041641,            0.015374,          0.00098782,             0.77227,             0.64597,             0.72664,             0.47289,            0.041689,            0.024336,           0.0022054,             0.00472,             0.00472,             0.00472
                 162,            0.041668,            0.015381,           0.0010049,              0.7717,             0.64208,             0.72771,             0.47319,            0.041685,            0.024334,           0.0022141,            0.004687,            0.004687,            0.004687
                 163,            0.041638,            0.015319,          0.00096478,             0.76882,             0.64433,             0.72732,             0.47268,            0.041689,            0.024337,           0.0022292,            0.004654,            0.004654,            0.004654
                 164,            0.041867,            0.015359,          0.00097585,             0.77647,             0.64006,             0.72773,             0.47263,            0.041694,            0.024336,           0.0022396,            0.004621,            0.004621,            0.004621
                 165,            0.042044,            0.015421,          0.00094347,             0.77663,             0.64194,             0.72686,             0.47254,            0.041692,            0.024337,           0.0022518,            0.004588,            0.004588,            0.004588
                 166,            0.041808,            0.015239,          0.00092243,             0.77197,             0.64637,             0.72716,             0.47307,            0.041704,            0.024338,           0.0022637,            0.004555,            0.004555,            0.004555
                 167,            0.041621,             0.01533,          0.00095676,             0.77363,             0.64579,             0.72814,             0.47332,            0.041714,            0.024341,           0.0022529,            0.004522,            0.004522,            0.004522
                 168,            0.041456,            0.015279,          0.00091091,             0.77023,             0.65391,             0.72853,             0.47283,            0.041726,            0.024338,           0.0022566,            0.004489,            0.004489,            0.004489
                 169,            0.041422,            0.015228,          0.00086775,             0.76916,             0.65408,             0.72856,             0.47418,            0.041748,            0.024335,           0.0022704,            0.004456,            0.004456,            0.004456
                 170,            0.041549,            0.015198,           0.0008765,              0.7675,             0.65488,             0.72821,              0.4744,            0.041758,            0.024342,           0.0022804,            0.004423,            0.004423,            0.004423
                 171,            0.041522,            0.015225,          0.00088145,              0.7637,             0.65662,             0.72817,             0.47445,            0.041757,            0.024346,           0.0022904,             0.00439,             0.00439,             0.00439
                 172,            0.041541,            0.015068,          0.00089789,             0.76223,             0.65728,             0.72848,             0.47411,            0.041775,            0.024351,            0.002294,            0.004357,            0.004357,            0.004357
                 173,            0.041306,             0.01527,          0.00088248,             0.76145,             0.65756,             0.72927,             0.47521,             0.04179,            0.024351,           0.0022964,            0.004324,            0.004324,            0.004324
                 174,            0.041396,             0.01522,           0.0008606,             0.76213,             0.65692,             0.72941,             0.47594,            0.041808,            0.024352,           0.0022985,            0.004291,            0.004291,            0.004291
                 175,             0.04121,            0.015197,          0.00089201,             0.76172,             0.65793,             0.72933,             0.47589,            0.041817,            0.024349,            0.002305,            0.004258,            0.004258,            0.004258
                 176,            0.041241,            0.015194,          0.00096696,             0.76309,             0.65726,              0.7297,             0.47664,            0.041826,            0.024343,           0.0023155,            0.004225,            0.004225,            0.004225
                 177,            0.041249,            0.015143,          0.00088128,             0.76536,             0.65532,             0.73017,             0.47624,            0.041838,            0.024342,           0.0023288,            0.004192,            0.004192,            0.004192
                 178,            0.041285,            0.015155,          0.00090439,             0.76397,             0.65654,             0.72982,             0.47745,            0.041837,            0.024345,           0.0023319,            0.004159,            0.004159,            0.004159
                 179,            0.041235,            0.015039,          0.00088215,             0.76559,             0.65445,             0.72944,             0.47698,            0.041847,            0.024344,           0.0023395,            0.004126,            0.004126,            0.004126
                 180,            0.040868,            0.014937,          0.00090205,             0.76383,             0.65668,             0.72982,             0.47788,            0.041844,            0.024345,            0.002347,            0.004093,            0.004093,            0.004093
                 181,            0.040968,            0.015191,          0.00096297,             0.76506,             0.65216,             0.72999,             0.47825,            0.041854,            0.024347,           0.0023614,             0.00406,             0.00406,             0.00406
                 182,            0.041139,            0.015057,          0.00089835,             0.77156,             0.64939,             0.73014,             0.47896,            0.041853,             0.02435,           0.0023684,            0.004027,            0.004027,            0.004027
                 183,            0.040925,            0.015113,          0.00086175,             0.77278,             0.64967,             0.73083,             0.47851,            0.041853,             0.02435,           0.0023709,            0.003994,            0.003994,            0.003994
                 184,            0.040929,            0.015044,          0.00085593,             0.77372,             0.64771,             0.73022,             0.47883,            0.041857,            0.024355,           0.0023871,            0.003961,            0.003961,            0.003961
                 185,            0.040947,            0.015077,          0.00091364,             0.76665,             0.65248,             0.73026,             0.47915,            0.041849,            0.024357,           0.0024084,            0.003928,            0.003928,            0.003928
                 186,             0.04069,            0.015118,          0.00080842,             0.76857,             0.65047,             0.73011,             0.47925,            0.041838,            0.024359,           0.0024103,            0.003895,            0.003895,            0.003895
                 187,            0.040762,            0.014967,          0.00085171,             0.76654,              0.6523,             0.73053,             0.48004,            0.041821,            0.024363,           0.0024145,            0.003862,            0.003862,            0.003862
                 188,            0.040859,             0.01498,          0.00083848,             0.76557,             0.65286,             0.73107,             0.48034,            0.041807,            0.024368,           0.0024151,            0.003829,            0.003829,            0.003829
                 189,            0.040348,            0.014849,          0.00079231,             0.76657,             0.65593,             0.73133,             0.48109,            0.041797,            0.024379,           0.0024147,            0.003796,            0.003796,            0.003796
                 190,            0.040771,             0.01483,          0.00077976,             0.76683,             0.65606,             0.73065,             0.48164,            0.041797,            0.024387,           0.0024092,            0.003763,            0.003763,            0.003763
                 191,            0.040632,            0.014923,          0.00083351,             0.76763,             0.65594,             0.73042,             0.48165,            0.041789,            0.024396,           0.0024025,             0.00373,             0.00373,             0.00373
                 192,            0.040258,            0.014871,          0.00092405,             0.77263,             0.65172,             0.73057,             0.48236,            0.041777,              0.0244,           0.0024007,            0.003697,            0.003697,            0.003697
                 193,            0.040344,            0.014971,          0.00080827,             0.77428,               0.654,             0.73081,             0.48256,            0.041768,            0.024408,           0.0024045,            0.003664,            0.003664,            0.003664
                 194,             0.04028,             0.01476,          0.00081476,             0.78467,             0.64687,              0.7304,              0.4825,            0.041761,             0.02442,            0.002403,            0.003631,            0.003631,            0.003631
                 195,            0.040346,             0.01494,          0.00074416,             0.78507,             0.64536,             0.72986,             0.48171,            0.041755,            0.024429,           0.0024018,            0.003598,            0.003598,            0.003598
                 196,            0.040453,             0.01468,          0.00083755,             0.78741,             0.64476,              0.7296,              0.4813,            0.041737,            0.024445,           0.0024028,            0.003565,            0.003565,            0.003565
                 197,            0.040245,            0.014852,          0.00081421,             0.78831,             0.64376,             0.73001,              0.4817,            0.041716,            0.024456,           0.0023906,            0.003532,            0.003532,            0.003532
                 198,            0.040391,            0.014781,          0.00090919,             0.79125,             0.64126,             0.72943,             0.48177,            0.041703,            0.024469,           0.0023834,            0.003499,            0.003499,            0.003499
                 199,             0.04066,            0.014775,          0.00081077,             0.79121,             0.63841,             0.72925,             0.48122,            0.041685,            0.024486,           0.0023745,            0.003466,            0.003466,            0.003466
                 200,            0.040152,            0.014709,          0.00075633,             0.79107,             0.63884,             0.72944,              0.4814,            0.041673,            0.024501,            0.002379,            0.003433,            0.003433,            0.003433
                 201,            0.040121,            0.014656,          0.00077349,              0.7907,             0.63842,             0.73052,             0.48209,            0.041656,            0.024511,           0.0023761,              0.0034,              0.0034,              0.0034
                 202,            0.040207,            0.014706,          0.00081619,             0.78967,             0.64249,             0.73028,               0.482,            0.041641,            0.024525,           0.0023877,            0.003367,            0.003367,            0.003367
                 203,            0.039901,            0.014515,          0.00083965,             0.78783,             0.64333,             0.73019,             0.48223,            0.041643,            0.024533,           0.0023884,            0.003334,            0.003334,            0.003334
                 204,            0.039961,            0.014695,          0.00076317,             0.78343,               0.644,             0.72997,             0.48133,            0.041648,            0.024546,           0.0023873,            0.003301,            0.003301,            0.003301
                 205,            0.040105,            0.014704,          0.00081035,              0.7841,              0.6429,             0.73087,             0.48195,            0.041636,            0.024553,           0.0023687,            0.003268,            0.003268,            0.003268
                 206,             0.03994,            0.014613,          0.00072624,             0.78917,             0.64037,             0.73098,             0.48226,            0.041621,            0.024558,           0.0023568,            0.003235,            0.003235,            0.003235
                 207,            0.040002,            0.014564,          0.00067834,             0.78739,             0.64047,             0.73107,              0.4823,            0.041605,            0.024557,           0.0023576,            0.003202,            0.003202,            0.003202
                 208,             0.03982,            0.014403,          0.00070005,             0.78825,             0.63906,             0.73145,             0.48305,            0.041593,            0.024562,           0.0023593,            0.003169,            0.003169,            0.003169
                 209,            0.039728,            0.014447,          0.00073813,             0.78457,             0.64309,             0.73125,              0.4829,            0.041572,            0.024571,           0.0023553,            0.003136,            0.003136,            0.003136
                 210,            0.039652,            0.014509,          0.00074977,             0.78525,             0.64153,             0.73105,             0.48258,            0.041569,            0.024572,           0.0023538,            0.003103,            0.003103,            0.003103
                 211,            0.039499,            0.014487,          0.00068953,             0.77988,             0.64304,             0.73075,             0.48299,            0.041571,             0.02458,           0.0023701,             0.00307,             0.00307,             0.00307
                 212,            0.039863,            0.014421,          0.00082066,             0.77704,             0.64232,             0.73038,             0.48316,            0.041577,            0.024584,           0.0023769,            0.003037,            0.003037,            0.003037
                 213,            0.039883,            0.014548,          0.00067622,             0.77616,             0.64267,              0.7304,              0.4839,            0.041571,             0.02459,           0.0023855,            0.003004,            0.003004,            0.003004
                 214,            0.039377,            0.014428,          0.00065199,             0.77112,              0.6465,             0.72983,             0.48405,            0.041572,            0.024596,           0.0023999,            0.002971,            0.002971,            0.002971
                 215,            0.039625,            0.014369,          0.00072107,             0.77084,             0.64709,             0.72996,             0.48404,            0.041566,            0.024601,            0.002419,            0.002938,            0.002938,            0.002938
                 216,            0.039668,            0.014367,          0.00071654,             0.77316,             0.64707,             0.73018,             0.48385,            0.041557,            0.024606,           0.0024279,            0.002905,            0.002905,            0.002905
                 217,            0.039679,            0.014273,           0.0006785,             0.77185,             0.64761,             0.72991,             0.48437,            0.041555,            0.024612,            0.002432,            0.002872,            0.002872,            0.002872
                 218,            0.039602,            0.014451,          0.00073552,             0.77223,             0.64884,             0.73005,             0.48466,            0.041549,            0.024616,           0.0024437,            0.002839,            0.002839,            0.002839
                 219,            0.039526,            0.014268,          0.00075357,             0.78553,             0.63885,             0.72982,             0.48437,            0.041547,             0.02462,           0.0024592,            0.002806,            0.002806,            0.002806
                 220,            0.039492,            0.014394,           0.0007493,             0.79077,             0.63556,             0.72977,             0.48511,            0.041551,            0.024625,           0.0024563,            0.002773,            0.002773,            0.002773
                 221,            0.039547,            0.014252,          0.00063674,             0.78886,             0.63579,             0.72999,             0.48521,            0.041544,            0.024641,           0.0024528,             0.00274,             0.00274,             0.00274
                 222,            0.039208,             0.01429,          0.00062393,             0.78708,             0.63925,             0.73036,             0.48594,            0.041554,            0.024653,           0.0024703,            0.002707,            0.002707,            0.002707
                 223,            0.039112,            0.014171,          0.00067596,             0.79479,             0.62984,             0.72976,             0.48565,            0.041552,             0.02466,           0.0024753,            0.002674,            0.002674,            0.002674
                 224,            0.039219,            0.014221,          0.00069591,               0.802,              0.6256,             0.72978,             0.48571,            0.041565,            0.024674,           0.0024865,            0.002641,            0.002641,            0.002641
                 225,            0.039164,            0.014093,          0.00073597,             0.79832,             0.62896,             0.73013,             0.48576,            0.041565,            0.024689,           0.0024884,            0.002608,            0.002608,            0.002608
                 226,            0.039193,            0.014198,           0.0006582,             0.79593,             0.63241,             0.72937,             0.48555,            0.041578,            0.024699,            0.002501,            0.002575,            0.002575,            0.002575
                 227,            0.038953,            0.014237,          0.00064752,              0.7972,             0.63293,             0.72902,             0.48532,             0.04159,            0.024708,           0.0025081,            0.002542,            0.002542,            0.002542
                 228,             0.03869,            0.013889,          0.00069329,             0.79938,             0.62894,             0.72882,             0.48503,            0.041616,            0.024713,           0.0025094,            0.002509,            0.002509,            0.002509
                 229,            0.038834,            0.014056,          0.00068829,             0.80069,             0.62632,             0.72927,             0.48514,            0.041627,            0.024727,           0.0025148,            0.002476,            0.002476,            0.002476
                 230,            0.038581,            0.013997,          0.00068429,             0.79188,             0.63522,             0.72921,             0.48569,            0.041631,            0.024736,           0.0025116,            0.002443,            0.002443,            0.002443
                 231,            0.038919,            0.014082,          0.00061583,              0.7974,             0.63085,             0.72856,             0.48522,            0.041635,            0.024743,           0.0025088,             0.00241,             0.00241,             0.00241
                 232,            0.038461,            0.013927,          0.00058902,             0.80474,             0.62746,             0.72828,             0.48541,            0.041631,            0.024755,           0.0025094,            0.002377,            0.002377,            0.002377
                 233,            0.038433,            0.013928,          0.00065622,             0.80918,             0.62461,             0.72808,             0.48546,             0.04163,            0.024767,           0.0025115,            0.002344,            0.002344,            0.002344
                 234,            0.038436,            0.013886,          0.00063758,             0.80918,             0.62421,             0.72794,             0.48508,            0.041628,            0.024775,           0.0025158,            0.002311,            0.002311,            0.002311
                 235,            0.038409,            0.013739,          0.00060432,             0.80587,             0.62496,             0.72832,             0.48539,            0.041613,            0.024785,           0.0025248,            0.002278,            0.002278,            0.002278
                 236,            0.038532,            0.013887,          0.00060815,             0.80471,             0.62691,             0.72796,             0.48563,            0.041599,            0.024801,           0.0025299,            0.002245,            0.002245,            0.002245
                 237,             0.03837,            0.013926,          0.00054794,             0.80534,             0.62634,             0.72766,             0.48515,            0.041593,            0.024817,           0.0025374,            0.002212,            0.002212,            0.002212
                 238,            0.038216,            0.013844,          0.00060555,             0.80519,             0.62564,             0.72743,             0.48507,            0.041596,            0.024828,           0.0025454,            0.002179,            0.002179,            0.002179
                 239,            0.038266,            0.013733,          0.00059022,             0.80201,             0.62798,             0.72693,               0.485,            0.041607,            0.024839,           0.0025583,            0.002146,            0.002146,            0.002146
                 240,            0.038271,             0.01385,          0.00057176,              0.8113,             0.62592,             0.72749,             0.48589,            0.041617,            0.024855,           0.0025717,            0.002113,            0.002113,            0.002113
                 241,            0.037863,            0.013769,          0.00053511,             0.80771,             0.62617,             0.72744,             0.48611,            0.041619,            0.024871,           0.0025847,             0.00208,             0.00208,             0.00208
                 242,            0.037977,            0.013599,          0.00061026,             0.80606,             0.62685,             0.72729,             0.48547,            0.041619,            0.024881,           0.0025841,            0.002047,            0.002047,            0.002047
                 243,             0.03799,            0.013582,          0.00058756,             0.80553,             0.62719,             0.72755,             0.48573,            0.041612,            0.024884,           0.0025878,            0.002014,            0.002014,            0.002014
                 244,            0.038034,            0.013619,          0.00051744,             0.80404,             0.62787,             0.72782,             0.48569,            0.041604,            0.024886,           0.0025954,            0.001981,            0.001981,            0.001981
                 245,            0.037829,            0.013756,          0.00056236,             0.79092,             0.63609,             0.72802,             0.48494,            0.041617,            0.024892,           0.0025944,            0.001948,            0.001948,            0.001948
                 246,            0.037869,            0.013622,           0.0006448,             0.78889,             0.63739,             0.72823,             0.48553,            0.041617,            0.024903,           0.0025832,            0.001915,            0.001915,            0.001915
                 247,            0.037743,            0.013649,          0.00055483,             0.78429,             0.64059,             0.72825,             0.48566,            0.041612,            0.024916,           0.0025847,            0.001882,            0.001882,            0.001882
                 248,            0.037702,            0.013618,           0.0005005,             0.78199,              0.6409,             0.72732,             0.48603,            0.041608,            0.024937,           0.0025808,            0.001849,            0.001849,            0.001849
                 249,            0.037651,            0.013599,          0.00056418,             0.78025,             0.64133,             0.72718,             0.48573,            0.041625,            0.024953,           0.0025746,            0.001816,            0.001816,            0.001816
                 250,            0.037522,            0.013619,          0.00056183,             0.77889,             0.64182,              0.7274,             0.48601,            0.041624,            0.024973,           0.0025586,            0.001783,            0.001783,            0.001783
                 251,            0.037704,            0.013686,          0.00054237,              0.7787,             0.64343,             0.72789,             0.48608,            0.041641,             0.02499,            0.002545,             0.00175,             0.00175,             0.00175
                 252,            0.037525,            0.013587,          0.00049538,               0.776,             0.64359,             0.72792,             0.48629,            0.041634,            0.025004,           0.0025397,            0.001717,            0.001717,            0.001717
                 253,            0.037675,            0.013539,           0.0004914,             0.77573,             0.64204,             0.72806,             0.48614,            0.041639,            0.025025,           0.0025365,            0.001684,            0.001684,            0.001684
                 254,            0.037353,            0.013312,          0.00046702,             0.77664,             0.64336,             0.72839,             0.48697,            0.041642,            0.025042,           0.0025309,            0.001651,            0.001651,            0.001651
                 255,            0.037162,             0.01335,          0.00046991,             0.77857,             0.64427,             0.72845,             0.48639,            0.041648,            0.025058,           0.0025259,            0.001618,            0.001618,            0.001618
                 256,             0.03714,            0.013238,          0.00053777,             0.78255,             0.64119,              0.7281,             0.48712,            0.041665,            0.025068,           0.0025132,            0.001585,            0.001585,            0.001585
                 257,            0.037239,            0.013556,          0.00045357,             0.78562,             0.63809,             0.72794,             0.48707,            0.041671,            0.025089,           0.0025091,            0.001552,            0.001552,            0.001552
                 258,            0.037348,            0.013301,          0.00051692,             0.78844,             0.63603,             0.72795,             0.48762,            0.041671,            0.025099,           0.0025066,            0.001519,            0.001519,            0.001519
                 259,             0.03688,            0.013219,          0.00047823,             0.79475,             0.63339,              0.7275,              0.4875,            0.041692,            0.025113,           0.0025216,            0.001486,            0.001486,            0.001486
                 260,            0.036765,            0.013328,          0.00045875,             0.79738,             0.62807,             0.72678,             0.48703,             0.04171,             0.02513,           0.0025324,            0.001453,            0.001453,            0.001453
                 261,             0.03706,            0.013358,          0.00051187,             0.79655,             0.62564,             0.72677,             0.48685,            0.041728,            0.025146,           0.0025411,             0.00142,             0.00142,             0.00142
                 262,            0.036855,            0.013178,          0.00047157,             0.79923,             0.62362,             0.72671,             0.48688,            0.041736,            0.025165,           0.0025365,            0.001387,            0.001387,            0.001387
                 263,            0.036817,            0.013078,          0.00043216,             0.79918,             0.62461,             0.72647,             0.48663,            0.041743,            0.025186,           0.0025388,            0.001354,            0.001354,            0.001354
                 264,            0.036777,            0.013046,          0.00044493,             0.78866,             0.63036,             0.72639,             0.48628,             0.04175,            0.025209,           0.0025331,            0.001321,            0.001321,            0.001321
                 265,            0.036852,            0.013086,          0.00050733,             0.80179,             0.61963,             0.72532,             0.48665,            0.041758,            0.025232,            0.002529,            0.001288,            0.001288,            0.001288
                 266,            0.036604,               0.013,          0.00046893,             0.80669,             0.61619,             0.72497,              0.4864,            0.041775,            0.025254,           0.0025344,            0.001255,            0.001255,            0.001255
                 267,            0.036706,            0.012947,          0.00040113,             0.80205,             0.61915,             0.72468,             0.48681,            0.041786,            0.025279,           0.0025284,            0.001222,            0.001222,            0.001222
                 268,            0.036608,            0.012903,          0.00048085,              0.7963,             0.62033,             0.72379,             0.48677,            0.041797,            0.025298,           0.0025294,            0.001189,            0.001189,            0.001189
                 269,            0.036471,            0.012959,          0.00041355,             0.79419,             0.61941,             0.72344,             0.48616,            0.041809,            0.025315,           0.0025297,            0.001156,            0.001156,            0.001156
                 270,            0.036072,             0.01281,          0.00043293,             0.81448,             0.60965,             0.72289,             0.48635,            0.041812,            0.025333,           0.0025156,            0.001123,            0.001123,            0.001123
                 271,            0.036435,            0.012901,          0.00037661,             0.81545,             0.60703,             0.72257,             0.48591,             0.04182,            0.025354,           0.0025078,             0.00109,             0.00109,             0.00109
                 272,            0.035926,            0.012801,          0.00042481,             0.81218,              0.6086,             0.72239,             0.48603,            0.041825,            0.025375,           0.0024999,            0.001057,            0.001057,            0.001057
                 273,            0.035801,            0.012646,          0.00038312,             0.81118,             0.60846,             0.72216,             0.48591,            0.041827,            0.025402,           0.0024995,            0.001024,            0.001024,            0.001024
                 274,            0.036001,            0.012701,          0.00038671,             0.80334,             0.60958,             0.72312,             0.48541,            0.041836,            0.025432,           0.0024971,            0.000991,            0.000991,            0.000991
                 275,            0.035897,            0.012713,          0.00042893,             0.80465,             0.60956,             0.72314,             0.48528,            0.041841,            0.025459,           0.0024924,            0.000958,            0.000958,            0.000958
                 276,            0.035669,            0.012597,          0.00039802,             0.80181,              0.6088,             0.72266,             0.48542,            0.041848,            0.025486,           0.0024908,            0.000925,            0.000925,            0.000925
                 277,            0.035714,            0.012643,          0.00037535,             0.79898,             0.60998,             0.72254,             0.48538,            0.041851,            0.025511,           0.0024951,            0.000892,            0.000892,            0.000892
                 278,            0.035706,            0.012622,          0.00039384,             0.79741,             0.61146,             0.72292,             0.48503,            0.041858,             0.02554,           0.0024985,            0.000859,            0.000859,            0.000859
                 279,            0.035789,             0.01253,          0.00037822,             0.78097,             0.62369,             0.72336,             0.48529,            0.041872,            0.025573,           0.0025047,            0.000826,            0.000826,            0.000826
                 280,            0.035786,             0.01252,            0.000389,             0.78111,             0.61942,             0.72199,             0.48527,             0.04189,            0.025608,           0.0025029,            0.000793,            0.000793,            0.000793
                 281,            0.035416,            0.012527,          0.00038854,             0.77317,             0.62709,             0.72165,              0.4851,              0.0419,            0.025641,           0.0025048,             0.00076,             0.00076,             0.00076
                 282,            0.035494,            0.012428,          0.00035116,             0.82138,             0.59389,             0.72197,             0.48479,            0.041907,            0.025673,           0.0025101,            0.000727,            0.000727,            0.000727
                 283,            0.035292,             0.01245,          0.00036912,             0.81839,             0.59444,             0.71966,             0.48373,            0.041921,            0.025707,           0.0025153,            0.000694,            0.000694,            0.000694
                 284,            0.035324,            0.012361,          0.00034518,             0.81678,             0.59317,             0.71775,             0.48346,            0.041928,            0.025735,           0.0025273,            0.000661,            0.000661,            0.000661
                 285,            0.035116,            0.012466,          0.00038064,             0.81525,             0.59337,             0.71705,             0.48305,             0.04193,            0.025764,           0.0025401,            0.000628,            0.000628,            0.000628
                 286,              0.0354,            0.012365,          0.00039342,             0.81473,             0.59352,             0.71735,             0.48291,            0.041935,            0.025794,           0.0025484,            0.000595,            0.000595,            0.000595
                 287,            0.035036,            0.012277,          0.00035005,             0.81068,             0.59537,             0.71706,              0.4831,            0.041933,            0.025823,           0.0025626,            0.000562,            0.000562,            0.000562
                 288,            0.035047,            0.012241,          0.00034178,             0.81039,             0.59491,             0.71678,              0.4835,            0.041939,             0.02586,           0.0025727,            0.000529,            0.000529,            0.000529
                 289,            0.035147,            0.012275,           0.0003228,             0.81181,             0.59508,             0.71666,              0.4837,            0.041944,            0.025896,           0.0025854,            0.000496,            0.000496,            0.000496
                 290,             0.03489,            0.012225,          0.00034549,             0.82536,             0.58903,             0.71611,             0.48392,            0.041956,            0.025933,           0.0026014,            0.000463,            0.000463,            0.000463
                 291,            0.034787,             0.01215,          0.00031792,             0.82774,             0.58873,             0.71469,             0.48325,            0.041962,            0.025972,           0.0026102,             0.00043,             0.00043,             0.00043
                 292,            0.034819,            0.012265,          0.00031325,             0.82428,             0.59024,             0.71515,             0.48356,            0.041968,            0.026006,           0.0026181,            0.000397,            0.000397,            0.000397
                 293,            0.034282,            0.012061,           0.0002685,             0.82447,             0.58984,             0.71459,             0.48362,            0.041975,            0.026042,           0.0026309,            0.000364,            0.000364,            0.000364
                 294,            0.034932,            0.012127,          0.00032082,             0.82151,             0.58968,             0.71432,             0.48331,            0.041976,            0.026078,           0.0026428,            0.000331,            0.000331,            0.000331
                 295,            0.034461,            0.011999,          0.00036265,             0.82126,             0.58946,             0.71395,             0.48318,             0.04198,            0.026112,            0.002656,            0.000298,            0.000298,            0.000298
                 296,            0.034352,            0.012039,          0.00031128,             0.81728,             0.59016,             0.71334,             0.48313,            0.041984,            0.026147,           0.0026678,            0.000265,            0.000265,            0.000265
                 297,            0.034451,            0.012041,          0.00028971,             0.81241,             0.59247,              0.7135,              0.4828,            0.041988,            0.026187,           0.0026737,            0.000232,            0.000232,            0.000232
                 298,            0.034246,            0.012021,          0.00023065,             0.81507,              0.5894,             0.71355,             0.48287,            0.041987,            0.026223,            0.002681,            0.000199,            0.000199,            0.000199
                 299,            0.034403,            0.011928,          0.00027997,             0.81773,             0.58735,             0.71444,             0.48241,            0.041993,            0.026258,           0.0026884,            0.000166,            0.000166,            0.000166
